order_item_id,order_id,product_id,quantity,unit_price,discount
OI0000245,O000126,P00071,2,455.29,0.0
OI0000246,O000127,P00016,2,21.7,0.2
OI0000247,O000127,P00089,3,185.57,0.0
OI0000248,O000128,P00043,4,243.73,0.1
OI0000249,O000129,P00053,1,564.38,0.15
OI0000250,O000129,P00068,2,131.83,0.0
OI0000251,O000129,P00027,2,425.73,0.1
OI0000252,O000130,P00008,1,441.52,0.0
OI0000253,O000131,P00074,1,138.42,0.0
OI0000254,O000131,P00094,1,222.34,0.05
OI0000255,O000131,P00081,2,74.04,0.15
OI0000256,O000131,P00068,1,131.83,0.15
OI0000257,O000132,P00078,2,203.68,0.2
OI0000258,O000133,P00091,1,86.94,0.05
OI0000259,O000133,P00037,4,379.94,0.1
OI0000260,O000134,P00109,1,130.78,0.0
OI0000261,O000135,P00034,2,79.08,0.1
OI0000262,O000136,P00074,1,138.42,0.1
OI0000263,O000137,P00046,1,488.5,0.1
OI0000264,O000137,P00119,2,324.39,0.1
OI0000265,O000137,P00017,1,369.49,0.05
OI0000266,O000138,P00067,1,529.3,0.0
OI0000267,O000138,P00094,1,222.34,0.1
OI0000268,O000138,P00081,1,74.04,0.0
OI0000269,O000138,P00064,3,25.74,0.15
OI0000270,O000138,P00104,2,250.89,0.0
OI0000271,O000139,P00025,2,205.26,0.0
OI0000272,O000140,P00016,4,21.7,0.05
OI0000273,O000140,P00004,3,41.11,0.15
OI0000274,O000141,P00102,3,377.84,0.2
OI0000275,O000141,P00016,3,21.7,0.1
OI0000276,O000141,P00095,1,40.98,0.05
OI0000277,O000141,P00109,2,130.78,0.05
OI0000278,O000141,P00027,2,425.73,0.0
OI0000279,O000142,P00043,1,243.73,0.15
OI0000280,O000142,P00045,1,303.55,0.0
OI0000281,O000142,P00072,1,362.99,0.0
OI0000282,O000142,P00104,2,250.89,0.15
OI0000283,O000143,P00026,1,236.15,0.15
OI0000284,O000144,P00037,1,379.94,0.2
OI0000285,O000144,P00033,1,97.17,0.0
OI0000286,O000145,P00040,3,464.84,0.0
OI0000287,O000146,P00065,1,96.5,0.2
OI0000288,O000146,P00071,2,455.29,0.0
OI0000289,O000146,P00042,2,444.01,0.0
OI0000290,O000147,P00088,1,15.01,0.0
OI0000291,O000148,P00044,1,52.37,0.15
OI0000292,O000148,P00051,2,220.14,0.1
OI0000293,O000149,P00079,1,142.89,0.0
OI0000294,O000150,P00107,1,373.63,0.15
OI0000295,O000150,P00023,2,220.19,0.05
OI0000296,O000150,P00025,1,205.26,0.05
OI0000297,O000150,P00043,1,243.73,0.2
OI0000298,O000150,P00044,1,52.37,0.0
OI0000299,O000151,P00083,1,125.94,0.0
OI0000300,O000152,P00062,1,140.07,0.0
OI0000301,O000153,P00081,1,74.04,0.2
OI0000302,O000153,P00059,3,377.25,0.1
OI0000303,O000154,P00115,1,275.35,0.0
OI0000304,O000155,P00060,1,534.46,0.2
OI0000305,O000155,P00101,1,79.35,0.05
OI0000306,O000156,P00119,2,324.39,0.15
OI0000307,O000157,P00008,1,441.52,0.1
OI0000308,O000157,P00107,1,373.63,0.0
OI0000309,O000158,P00073,1,380.75,0.0
OI0000310,O000158,P00093,1,320.92,0.1
OI0000311,O000158,P00087,1,117.6,0.1
OI0000312,O000159,P00003,1,419.56,0.0
OI0000313,O000160,P00074,1,138.42,0.2
OI0000314,O000160,P00088,1,15.01,0.2
OI0000315,O000160,P00043,3,243.73,0.0
OI0000316,O000161,P00009,1,411.99,0.0
OI0000317,O000161,P00020,1,21.08,0.2
OI0000318,O000162,P00004,1,41.11,0.05
OI0000319,O000162,P00044,1,52.37,0.15
OI0000320,O000163,P00069,3,452.65,0.05
OI0000321,O000163,P00108,2,475.6,0.0
OI0000322,O000163,P00022,1,315.29,0.1
OI0000323,O000163,P00074,1,138.42,0.0
OI0000324,O000163,P00078,1,203.68,0.2
OI0000325,O000164,P00101,2,79.35,0.2
OI0000326,O000165,P00040,3,464.84,0.2
OI0000327,O000165,P00091,1,86.94,0.0
OI0000328,O000166,P00091,2,86.94,0.0
OI0000329,O000166,P00005,1,297.83,0.05
OI0000330,O000167,P00012,4,518.79,0.0
OI0000331,O000167,P00064,1,25.74,0.0
OI0000332,O000167,P00113,1,151.95,0.05
OI0000333,O000168,P00107,2,373.63,0.0
OI0000334,O000169,P00028,2,43.31,0.1
OI0000335,O000170,P00039,2,78.36,0.0
OI0000336,O000171,P00015,1,125.4,0.0
OI0000337,O000171,P00048,1,606.69,0.2
OI0000338,O000171,P00101,1,79.35,0.0
OI0000339,O000172,P00117,1,372.96,0.0
OI0000340,O000173,P00057,3,460.12,0.0
OI0000341,O000173,P00065,3,96.5,0.2
OI0000342,O000174,P00062,1,140.07,0.0
OI0000343,O000174,P00116,2,571.16,0.0
OI0000344,O000174,P00065,1,96.5,0.0
OI0000345,O000175,P00119,1,324.39,0.05
OI0000346,O000176,P00094,1,222.34,0.2
OI0000347,O000177,P00068,4,131.83,0.2
OI0000348,O000177,P00040,1,464.84,0.0
OI0000349,O000178,P00019,1,80.96,0.2
OI0000350,O000178,P00099,1,91.51,0.1
OI0000351,O000178,P00112,1,264.71,0.15
OI0000352,O000178,P00013,2,427.3,0.0
OI0000353,O000179,P00027,1,425.73,0.15
OI0000354,O000180,P00005,1,297.83,0.05
OI0000355,O000180,P00059,2,377.25,0.15
OI0000356,O000181,P00111,1,39.89,0.0
OI0000357,O000181,P00067,3,529.3,0.0
OI0000358,O000182,P00040,2,464.84,0.0
OI0000359,O000183,P00088,4,15.01,0.2
OI0000360,O000183,P00109,1,130.78,0.0
OI0000361,O000183,P00077,2,263.58,0.0
OI0000362,O000184,P00060,2,534.46,0.0
OI0000363,O000185,P00014,1,306.6,0.2
OI0000364,O000185,P00067,3,529.3,0.15
OI0000365,O000186,P00096,3,302.38,0.0
OI0000366,O000187,P00003,1,419.56,0.0
OI0000367,O000187,P00074,1,138.42,0.15
OI0000368,O000187,P00098,1,298.47,0.0
OI0000369,O000188,P00042,1,444.01,0.1
OI0000370,O000188,P00026,1,236.15,0.0
OI0000371,O000188,P00025,2,205.26,0.2
OI0000372,O000188,P00037,3,379.94,0.05
OI0000373,O000188,P00036,2,136.63,0.15
OI0000374,O000189,P00016,1,21.7,0.0
OI0000375,O000189,P00035,1,385.83,0.0
OI0000376,O000190,P00036,3,136.63,0.0
OI0000377,O000191,P00002,2,75.51,0.1
OI0000378,O000191,P00080,2,65.63,0.1
OI0000379,O000192,P00014,1,306.6,0.1
OI0000380,O000192,P00027,1,425.73,0.0
OI0000381,O000193,P00071,2,455.29,0.0
OI0000382,O000194,P00035,2,385.83,0.0
OI0000383,O000195,P00091,1,86.94,0.0
OI0000384,O000195,P00103,1,132.87,0.1
OI0000385,O000196,P00032,1,492.19,0.0
OI0000386,O000197,P00010,1,9.72,0.1
OI0000387,O000197,P00040,2,464.84,0.0
OI0000388,O000198,P00070,1,403.55,0.0
OI0000389,O000198,P00057,2,460.12,0.0
OI0000390,O000198,P00007,2,522.61,0.05
OI0000391,O000199,P00116,1,571.16,0.0
OI0000392,O000199,P00087,1,117.6,0.0
OI0000393,O000200,P00050,1,212.38,0.0
OI0000394,O000201,P00012,2,518.79,0.0
OI0000395,O000201,P00055,3,268.52,0.15
OI0000396,O000201,P00051,1,220.14,0.1
OI0000397,O000202,P00115,2,275.35,0.1
OI0000398,O000203,P00081,1,74.04,0.2
OI0000399,O000204,P00089,1,185.57,0.05
OI0000400,O000204,P00090,2,335.08,0.1
OI0000401,O000205,P00046,2,488.5,0.0
OI0000402,O000206,P00043,1,243.73,0.15
OI0000403,O000206,P00105,3,567.15,0.2
OI0000404,O000206,P00026,1,236.15,0.15
OI0000405,O000207,P00104,1,250.89,0.2
OI0000406,O000207,P00069,2,452.65,0.2
OI0000407,O000207,P00011,1,477.15,0.05
OI0000408,O000207,P00119,2,324.39,0.1
OI0000409,O000208,P00017,1,369.49,0.2
OI0000410,O000208,P00012,3,518.79,0.2
OI0000411,O000209,P00118,1,509.33,0.15
OI0000412,O000210,P00060,2,534.46,0.05
OI0000413,O000210,P00013,1,427.3,0.0
OI0000414,O000211,P00088,4,15.01,0.15
OI0000415,O000211,P00083,2,125.94,0.2
OI0000416,O000212,P00060,1,534.46,0.05
OI0000417,O000213,P00030,2,211.27,0.1
OI0000418,O000213,P00029,3,359.81,0.0
OI0000419,O000213,P00019,1,80.96,0.0
OI0000420,O000213,P00111,2,39.89,0.05
OI0000421,O000213,P00115,2,275.35,0.0
OI0000422,O000214,P00090,1,335.08,0.15
OI0000423,O000215,P00043,1,243.73,0.2
OI0000424,O000215,P00101,2,79.35,0.0
OI0000425,O000216,P00059,3,377.25,0.0
OI0000426,O000216,P00063,2,329.62,0.05
OI0000427,O000216,P00004,1,41.11,0.0
OI0000428,O000217,P00045,2,303.55,0.05
OI0000429,O000218,P00060,1,534.46,0.0
OI0000430,O000218,P00109,1,130.78,0.0
OI0000431,O000219,P00099,2,91.51,0.0
OI0000432,O000220,P00078,1,203.68,0.1
OI0000433,O000221,P00017,2,369.49,0.2
OI0000434,O000221,P00066,2,422.64,0.15
OI0000435,O000221,P00014,2,306.6,0.2
OI0000436,O000221,P00052,2,396.7,0.0
OI0000437,O000222,P00042,1,444.01,0.0
OI0000438,O000222,P00072,4,362.99,0.2
OI0000439,O000222,P00084,1,477.09,0.0
OI0000440,O000223,P00069,1,452.65,0.05
OI0000441,O000223,P00060,1,534.46,0.0
OI0000442,O000223,P00052,1,396.7,0.1
OI0000443,O000223,P00076,1,271.68,0.0
OI0000444,O000224,P00071,4,455.29,0.05
OI0000445,O000224,P00021,4,265.21,0.05
OI0000446,O000225,P00009,1,411.99,0.15
OI0000447,O000225,P00044,4,52.37,0.1
OI0000448,O000225,P00027,1,425.73,0.05
OI0000449,O000225,P00105,3,567.15,0.2
OI0000450,O000226,P00056,1,496.49,0.1
OI0000451,O000227,P00101,3,79.35,0.0
OI0000452,O000227,P00044,2,52.37,0.0
OI0000453,O000227,P00070,2,403.55,0.15
OI0000454,O000227,P00089,1,185.57,0.15
OI0000455,O000228,P00010,2,9.72,0.15
OI0000456,O000228,P00095,1,40.98,0.1
OI0000457,O000229,P00108,1,475.6,0.05
OI0000458,O000230,P00015,1,125.4,0.1
OI0000459,O000230,P00076,1,271.68,0.05
OI0000460,O000231,P00042,1,444.01,0.1
OI0000461,O000232,P00013,2,427.3,0.05
OI0000462,O000232,P00106,1,183.48,0.0
OI0000463,O000233,P00040,1,464.84,0.0
OI0000464,O000233,P00052,3,396.7,0.1
OI0000465,O000234,P00014,1,306.6,0.15
OI0000466,O000235,P00105,1,567.15,0.2
OI0000467,O000235,P00077,2,263.58,0.2
OI0000468,O000236,P00049,2,193.92,0.0
OI0000469,O000237,P00064,1,25.74,0.15
OI0000470,O000238,P00085,2,274.09,0.0
OI0000471,O000239,P00012,1,518.79,0.1
OI0000472,O000239,P00028,2,43.31,0.2
OI0000473,O000239,P00105,2,567.15,0.15
OI0000474,O000239,P00018,4,97.12,0.2
OI0000475,O000240,P00001,1,186.44,0.15
OI0000476,O000240,P00097,2,193.82,0.0
OI0000477,O000240,P00019,1,80.96,0.05
OI0000478,O000241,P00069,1,452.65,0.0
OI0000479,O000242,P00050,3,212.38,0.0
OI0000480,O000242,P00079,2,142.89,0.0
OI0000481,O000242,P00074,4,138.42,0.15
OI0000482,O000242,P00058,2,268.06,0.0
OI0000483,O000243,P00039,1,78.36,0.1
OI0000484,O000244,P00102,1,377.84,0.15
OI0000485,O000245,P00039,1,78.36,0.05
OI0000486,O000246,P00092,3,315.53,0.0
OI0000487,O000246,P00118,2,509.33,0.1
OI0000488,O000246,P00045,3,303.55,0.0
OI0000489,O000247,P00079,3,142.89,0.05
OI0000490,O000247,P00066,1,422.64,0.2
OI0000491,O000248,P00017,3,369.49,0.2
OI0000492,O000249,P00038,1,373.16,0.0
OI0000493,O000250,P00048,2,606.69,0.1
OI0000494,O000251,P00007,1,522.61,0.0
OI0000495,O000251,P00001,3,186.44,0.0
OI0000496,O000251,P00091,1,86.94,0.2
OI0000497,O000251,P00072,1,362.99,0.0
OI0000498,O000251,P00106,1,183.48,0.2
OI0000499,O000252,P00004,1,41.11,0.15
OI0000500,O000252,P00031,1,462.82,0.1
OI0000501,O000252,P00056,1,496.49,0.05
OI0000502,O000253,P00081,2,74.04,0.0
OI0000503,O000254,P00092,1,315.53,0.05
OI0000504,O000255,P00052,1,396.7,0.05
OI0000505,O000256,P00056,1,496.49,0.0
OI0000506,O000256,P00070,1,403.55,0.15
OI0000507,O000257,P00023,1,220.19,0.05
OI0000508,O000258,P00018,2,97.12,0.05
OI0000509,O000258,P00025,2,205.26,0.2
OI0000510,O000258,P00072,1,362.99,0.0
OI0000511,O000259,P00108,2,475.6,0.0
OI0000512,O000259,P00054,1,499.72,0.0
OI0000513,O000260,P00112,2,264.71,0.0
OI0000514,O000260,P00086,1,55.76,0.0
OI0000515,O000260,P00017,1,369.49,0.0
OI0000516,O000261,P00083,1,125.94,0.0
OI0000517,O000261,P00003,2,419.56,0.15
OI0000518,O000262,P00114,2,426.8,0.05
OI0000519,O000262,P00063,1,329.62,0.0
OI0000520,O000262,P00085,1,274.09,0.0
OI0000521,O000263,P00018,2,97.12,0.15
OI0000522,O000264,P00104,2,250.89,0.05
OI0000523,O000264,P00054,1,499.72,0.2
OI0000524,O000264,P00111,3,39.89,0.15
OI0000525,O000265,P00078,1,203.68,0.05
OI0000526,O000265,P00120,1,568.77,0.1
OI0000527,O000265,P00055,2,268.52,0.05
OI0000528,O000265,P00080,2,65.63,0.1
OI0000529,O000265,P00024,4,194.34,0.2
OI0000530,O000266,P00058,1,268.06,0.05
OI0000531,O000267,P00046,3,488.5,0.0
OI0000532,O000267,P00029,3,359.81,0.05
OI0000533,O000268,P00078,1,203.68,0.15
OI0000534,O000268,P00001,2,186.44,0.0
OI0000535,O000268,P00074,1,138.42,0.15
OI0000536,O000268,P00064,1,25.74,0.1
OI0000537,O000268,P00109,1,130.78,0.0
OI0000538,O000269,P00053,4,564.38,0.1
OI0000539,O000269,P00119,1,324.39,0.0
OI0000540,O000269,P00070,1,403.55,0.0
OI0000541,O000270,P00005,2,297.83,0.15
OI0000542,O000270,P00073,4,380.75,0.0
OI0000543,O000270,P00062,1,140.07,0.0
OI0000544,O000271,P00075,1,181.47,0.05
OI0000545,O000272,P00089,1,185.57,0.0
OI0000546,O000273,P00019,1,80.96,0.15
OI0000547,O000274,P00094,4,222.34,0.1
OI0000548,O000275,P00110,1,82.92,0.2
OI0000549,O000276,P00100,2,205.9,0.1
OI0000550,O000276,P00036,2,136.63,0.0
OI0000551,O000276,P00060,2,534.46,0.1
OI0000552,O000277,P00114,3,426.8,0.0
OI0000553,O000277,P00079,2,142.89,0.05
OI0000554,O000277,P00012,3,518.79,0.15
OI0000555,O000278,P00095,1,40.98,0.15
OI0000556,O000278,P00085,3,274.09,0.0
OI0000557,O000279,P00088,3,15.01,0.1
OI0000558,O000279,P00082,1,380.3,0.2
OI0000559,O000280,P00075,3,181.47,0.0
OI0000560,O000281,P00079,3,142.89,0.0
OI0000561,O000282,P00116,3,571.16,0.0
OI0000562,O000282,P00044,1,52.37,0.05
OI0000563,O000282,P00069,2,452.65,0.05
OI0000564,O000282,P00100,3,205.9,0.1
OI0000565,O000283,P00116,2,571.16,0.15
OI0000566,O000283,P00061,4,62.41,0.0
OI0000567,O000283,P00074,2,138.42,0.05
OI0000568,O000284,P00046,1,488.5,0.15
OI0000569,O000284,P00103,1,132.87,0.1
OI0000570,O000284,P00038,1,373.16,0.15
OI0000571,O000284,P00022,1,315.29,0.0
OI0000572,O000284,P00005,2,297.83,0.15
OI0000573,O000285,P00101,4,79.35,0.1
OI0000574,O000286,P00034,1,79.08,0.0
OI0000575,O000287,P00081,1,74.04,0.05
OI0000576,O000288,P00075,1,181.47,0.0
OI0000577,O000289,P00074,1,138.42,0.15
OI0000578,O000289,P00007,1,522.61,0.0
OI0000579,O000290,P00104,1,250.89,0.0
OI0000580,O000290,P00095,1,40.98,0.0
OI0000581,O000290,P00080,1,65.63,0.05
